record_id,site_code,site_name,year,quarter,waste_type,waste_category,treatment_method,generation_ton,recycling_rate_pct,landfill_rate_pct,incineration_rate_pct,hazardous_waste_yn,treatment_contractor,source_system,created_at,updated_at,updated_by
WST-2024-0023,SITE-DC03,상암 데이터센터,2024,1,지정폐기물,폐유·윤활유,위탁처리,0.73,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0024,SITE-DC03,상암 데이터센터,2024,1,지정폐기물,폐배터리(UPS),재활용(제련),3.24,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0025,SITE-DC03,상암 데이터센터,2024,1,지정폐기물,냉매(HFCs),회수·처리,0.49,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0026,SITE-DC03,상암 데이터센터,2024,1,지정폐기물,폐전자제품(IT),ITAD재활용,119.87,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0027,SITE-DC03,상암 데이터센터,2024,1,지정폐기물,폐형광등,위탁처리,0.26,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0028,SITE-DC04,춘천 데이터센터,2024,1,일반폐기물,생활폐기물,위탁소각,18.06,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0029,SITE-DC04,춘천 데이터센터,2024,1,일반폐기물,사무용품·포장재,재활용,8.92,90.0,5.0,5.0,N,대한통운,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0030,SITE-DC04,춘천 데이터센터,2024,1,일반폐기물,건설부산물,재활용,25.5,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0031,SITE-DC04,춘천 데이터센터,2024,1,일반폐기물,음식물쓰레기,위탁처리,5.95,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0032,SITE-DC04,춘천 데이터센터,2024,1,지정폐기물,폐유·윤활유,위탁처리,0.89,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0033,SITE-DC04,춘천 데이터센터,2024,1,지정폐기물,폐배터리(UPS),재활용(제련),3.93,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0034,SITE-DC04,춘천 데이터센터,2024,1,지정폐기물,냉매(HFCs),회수·처리,0.59,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0035,SITE-DC04,춘천 데이터센터,2024,1,지정폐기물,폐전자제품(IT),ITAD재활용,145.56,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0036,SITE-DC04,춘천 데이터센터,2024,1,지정폐기물,폐형광등,위탁처리,0.32,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0037,SITE-DC05,구미 데이터센터,2024,1,일반폐기물,생활폐기물,위탁소각,13.81,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0038,SITE-DC05,구미 데이터센터,2024,1,일반폐기물,사무용품·포장재,재활용,6.83,90.0,5.0,5.0,N,대한통운,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0039,SITE-DC05,구미 데이터센터,2024,1,일반폐기물,건설부산물,재활용,19.5,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0040,SITE-DC05,구미 데이터센터,2024,1,일반폐기물,음식물쓰레기,위탁처리,4.55,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0041,SITE-DC05,구미 데이터센터,2024,1,지정폐기물,폐유·윤활유,위탁처리,0.68,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0042,SITE-DC05,구미 데이터센터,2024,1,지정폐기물,폐배터리(UPS),재활용(제련),3.01,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0043,SITE-DC05,구미 데이터센터,2024,1,지정폐기물,냉매(HFCs),회수·처리,0.45,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0044,SITE-DC05,구미 데이터센터,2024,1,지정폐기물,폐전자제품(IT),ITAD재활용,111.31,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0045,SITE-DC05,구미 데이터센터,2024,1,지정폐기물,폐형광등,위탁처리,0.24,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0046,SITE-OF01,잠실 본사,2024,1,일반폐기물,생활폐기물,위탁소각,19.12,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0047,SITE-OF01,잠실 본사,2024,1,일반폐기물,사무용품·포장재,재활용,9.45,90.0,5.0,5.0,N,대한통운,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0048,SITE-OF01,잠실 본사,2024,1,일반폐기물,건설부산물,재활용,27.0,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0049,SITE-OF01,잠실 본사,2024,1,일반폐기물,음식물쓰레기,위탁처리,6.3,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0050,SITE-OF01,잠실 본사,2024,1,지정폐기물,폐유·윤활유,위탁처리,0.95,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0051,SITE-OF01,잠실 본사,2024,1,지정폐기물,폐배터리(UPS),재활용(제련),4.16,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0052,SITE-OF01,잠실 본사,2024,1,지정폐기물,냉매(HFCs),회수·처리,0.63,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0053,SITE-OF01,잠실 본사,2024,1,지정폐기물,폐전자제품(IT),ITAD재활용,154.12,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0054,SITE-OF01,잠실 본사,2024,1,지정폐기물,폐형광등,위탁처리,0.34,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-01-05 08:00:00,2024-01-05 09:00:00,user_env
WST-2024-0055,SITE-DC01,수원 데이터센터,2024,2,일반폐기물,생활폐기물,위탁소각,27.62,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0056,SITE-DC01,수원 데이터센터,2024,2,일반폐기물,사무용품·포장재,재활용,13.65,90.0,5.0,5.0,N,대한통운,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0057,SITE-DC01,수원 데이터센터,2024,2,일반폐기물,건설부산물,재활용,39.0,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0058,SITE-DC01,수원 데이터센터,2024,2,일반폐기물,음식물쓰레기,위탁처리,9.1,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0059,SITE-DC01,수원 데이터센터,2024,2,지정폐기물,폐유·윤활유,위탁처리,1.37,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0060,SITE-DC01,수원 데이터센터,2024,2,지정폐기물,폐배터리(UPS),재활용(제련),6.01,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0061,SITE-DC01,수원 데이터센터,2024,2,지정폐기물,냉매(HFCs),회수·처리,0.91,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0062,SITE-DC01,수원 데이터센터,2024,2,지정폐기물,폐전자제품(IT),ITAD재활용,222.62,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0063,SITE-DC01,수원 데이터센터,2024,2,지정폐기물,폐형광등,위탁처리,0.49,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0064,SITE-DC02,동탄 데이터센터,2024,2,일반폐기물,생활폐기물,위탁소각,23.38,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0065,SITE-DC02,동탄 데이터센터,2024,2,일반폐기물,사무용품·포장재,재활용,11.55,90.0,5.0,5.0,N,대한통운,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0066,SITE-DC02,동탄 데이터센터,2024,2,일반폐기물,건설부산물,재활용,33.0,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0067,SITE-DC02,동탄 데이터센터,2024,2,일반폐기물,음식물쓰레기,위탁처리,7.7,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0068,SITE-DC02,동탄 데이터센터,2024,2,지정폐기물,폐유·윤활유,위탁처리,1.16,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0069,SITE-DC02,동탄 데이터센터,2024,2,지정폐기물,폐배터리(UPS),재활용(제련),5.09,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0070,SITE-DC02,동탄 데이터센터,2024,2,지정폐기물,냉매(HFCs),회수·처리,0.77,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0071,SITE-DC02,동탄 데이터센터,2024,2,지정폐기물,폐전자제품(IT),ITAD재활용,188.38,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0072,SITE-DC02,동탄 데이터센터,2024,2,지정폐기물,폐형광등,위탁처리,0.41,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0073,SITE-DC03,상암 데이터센터,2024,2,일반폐기물,생활폐기물,위탁소각,14.87,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0074,SITE-DC03,상암 데이터센터,2024,2,일반폐기물,사무용품·포장재,재활용,7.35,90.0,5.0,5.0,N,대한통운,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0075,SITE-DC03,상암 데이터센터,2024,2,일반폐기물,건설부산물,재활용,21.0,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0076,SITE-DC03,상암 데이터센터,2024,2,일반폐기물,음식물쓰레기,위탁처리,4.9,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0077,SITE-DC03,상암 데이터센터,2024,2,지정폐기물,폐유·윤활유,위탁처리,0.73,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0078,SITE-DC03,상암 데이터센터,2024,2,지정폐기물,폐배터리(UPS),재활용(제련),3.24,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0079,SITE-DC03,상암 데이터센터,2024,2,지정폐기물,냉매(HFCs),회수·처리,0.49,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0080,SITE-DC03,상암 데이터센터,2024,2,지정폐기물,폐전자제품(IT),ITAD재활용,119.87,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0081,SITE-DC03,상암 데이터센터,2024,2,지정폐기물,폐형광등,위탁처리,0.26,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0082,SITE-DC04,춘천 데이터센터,2024,2,일반폐기물,생활폐기물,위탁소각,18.06,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0083,SITE-DC04,춘천 데이터센터,2024,2,일반폐기물,사무용품·포장재,재활용,8.92,90.0,5.0,5.0,N,대한통운,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0084,SITE-DC04,춘천 데이터센터,2024,2,일반폐기물,건설부산물,재활용,25.5,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0085,SITE-DC04,춘천 데이터센터,2024,2,일반폐기물,음식물쓰레기,위탁처리,5.95,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0086,SITE-DC04,춘천 데이터센터,2024,2,지정폐기물,폐유·윤활유,위탁처리,0.89,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0087,SITE-DC04,춘천 데이터센터,2024,2,지정폐기물,폐배터리(UPS),재활용(제련),3.93,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0088,SITE-DC04,춘천 데이터센터,2024,2,지정폐기물,냉매(HFCs),회수·처리,0.59,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0089,SITE-DC04,춘천 데이터센터,2024,2,지정폐기물,폐전자제품(IT),ITAD재활용,145.56,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0090,SITE-DC04,춘천 데이터센터,2024,2,지정폐기물,폐형광등,위탁처리,0.32,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0091,SITE-DC05,구미 데이터센터,2024,2,일반폐기물,생활폐기물,위탁소각,13.81,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0092,SITE-DC05,구미 데이터센터,2024,2,일반폐기물,사무용품·포장재,재활용,6.83,90.0,5.0,5.0,N,대한통운,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0093,SITE-DC05,구미 데이터센터,2024,2,일반폐기물,건설부산물,재활용,19.5,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0094,SITE-DC05,구미 데이터센터,2024,2,일반폐기물,음식물쓰레기,위탁처리,4.55,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0095,SITE-DC05,구미 데이터센터,2024,2,지정폐기물,폐유·윤활유,위탁처리,0.68,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0096,SITE-DC05,구미 데이터센터,2024,2,지정폐기물,폐배터리(UPS),재활용(제련),3.01,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0097,SITE-DC05,구미 데이터센터,2024,2,지정폐기물,냉매(HFCs),회수·처리,0.45,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0098,SITE-DC05,구미 데이터센터,2024,2,지정폐기물,폐전자제품(IT),ITAD재활용,111.31,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0099,SITE-DC05,구미 데이터센터,2024,2,지정폐기물,폐형광등,위탁처리,0.24,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0100,SITE-OF01,잠실 본사,2024,2,일반폐기물,생활폐기물,위탁소각,19.12,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0101,SITE-OF01,잠실 본사,2024,2,일반폐기물,사무용품·포장재,재활용,9.45,90.0,5.0,5.0,N,대한통운,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0102,SITE-OF01,잠실 본사,2024,2,일반폐기물,건설부산물,재활용,27.0,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0103,SITE-OF01,잠실 본사,2024,2,일반폐기물,음식물쓰레기,위탁처리,6.3,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0104,SITE-OF01,잠실 본사,2024,2,지정폐기물,폐유·윤활유,위탁처리,0.95,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0105,SITE-OF01,잠실 본사,2024,2,지정폐기물,폐배터리(UPS),재활용(제련),4.16,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0106,SITE-OF01,잠실 본사,2024,2,지정폐기물,냉매(HFCs),회수·처리,0.63,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0107,SITE-OF01,잠실 본사,2024,2,지정폐기물,폐전자제품(IT),ITAD재활용,154.12,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0108,SITE-OF01,잠실 본사,2024,2,지정폐기물,폐형광등,위탁처리,0.34,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-04-05 08:00:00,2024-04-05 09:00:00,user_env
WST-2024-0109,SITE-DC01,수원 데이터센터,2024,3,일반폐기물,생활폐기물,위탁소각,27.62,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0110,SITE-DC01,수원 데이터센터,2024,3,일반폐기물,사무용품·포장재,재활용,13.65,90.0,5.0,5.0,N,대한통운,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0111,SITE-DC01,수원 데이터센터,2024,3,일반폐기물,건설부산물,재활용,39.0,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0112,SITE-DC01,수원 데이터센터,2024,3,일반폐기물,음식물쓰레기,위탁처리,9.1,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0113,SITE-DC01,수원 데이터센터,2024,3,지정폐기물,폐유·윤활유,위탁처리,1.37,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0114,SITE-DC01,수원 데이터센터,2024,3,지정폐기물,폐배터리(UPS),재활용(제련),6.01,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0115,SITE-DC01,수원 데이터센터,2024,3,지정폐기물,냉매(HFCs),회수·처리,0.91,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0116,SITE-DC01,수원 데이터센터,2024,3,지정폐기물,폐전자제품(IT),ITAD재활용,222.62,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0117,SITE-DC01,수원 데이터센터,2024,3,지정폐기물,폐형광등,위탁처리,0.49,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0118,SITE-DC02,동탄 데이터센터,2024,3,일반폐기물,생활폐기물,위탁소각,23.38,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0119,SITE-DC02,동탄 데이터센터,2024,3,일반폐기물,사무용품·포장재,재활용,11.55,90.0,5.0,5.0,N,대한통운,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0120,SITE-DC02,동탄 데이터센터,2024,3,일반폐기물,건설부산물,재활용,33.0,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0121,SITE-DC02,동탄 데이터센터,2024,3,일반폐기물,음식물쓰레기,위탁처리,7.7,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
